id,country,score,complexity,ads_score_category
1773513075427330,SA,0.10599798782392568,1.5103701831446392,21.2%-50%
1773531242423330,BR,0.10599671863804015,1.5103701831446392,21.2%-50%
1773519567766530,TR,0.10599568530699956,1.5103701831446392,21.2%-50%
1773577378730000,TH,0.10599354284767273,1.5103701831446392,21.2%-50%
1773585510375420,SA,0.10599308261903759,1.5103701831446392,21.2%-50%
1773525253555200,VN,0.10598921007036421,1.5103701831446392,21.2%-50%
1773568572432390,TH,0.10598844552366492,1.5103701831446392,21.2%-50%
1773517663335420,BR,0.10598609684268365,1.5103701831446392,21.2%-50%
1773500053266430,SA,0.10598598098909884,1.5103701831446392,21.2%-50%
1773511936450560,ID,0.10598588847421708,1.5103701831446392,21.2%-50%
1773520640835580,EG,0.1059824013190952,1.5103701831446392,21.2%-50%
1773541985383420,ID,0.10597884926440287,1.5103701831446392,21.2%-50%
1773537601511420,SA,0.1059773598709844,1.5103701831446392,21.2%-50%
1773482032580610,TH,0.10597594119298245,1.5103701831446392,21.2%-50%
1773502500770810,TR,0.10597588603120534,1.5103701831446392,21.2%-50%
1773530719030270,ID,0.10597492660254182,1.5103701831446392,21.2%-50%
1772930555531290,PK,0.10597318978356585,1.252730858766267,21.2%-50%
1772930555531290,PK,0.10597318978356585,1.252730858766267,21.2%-50%
1773506582204420,ES,0.10597294422194521,1.5103701831446392,21.2%-50%
1773501029919740,BR,0.10597270434146591,1.5103701831446392,21.2%-50%
1773501415201790,BR,0.10597263012364844,1.5103701831446392,21.2%-50%
1773580416929810,TH,0.10597013419218258,1.5103701831446392,21.2%-50%
1772420371474440,IL,0.10596723162742867,1.0405572975134896,21.2%-50%
1773538628112380,VN,0.1059642837971587,1.5103701831446392,21.2%-50%
1773534883876860,BR,0.10596216271350378,1.5103701831446392,21.2%-50%
1773538579011580,VN,0.10596155808655801,1.5103701831446392,21.2%-50%
1773501246895110,RO,0.10596097227949113,1.5103701831446392,21.2%-50%
1773496355501050,VN,0.10596030143070706,1.5103701831446392,21.2%-50%
1773607958690820,BR,0.10596028049670482,1.5103701831446392,21.2%-50%
1773481737913340,TR,0.10595931016895489,1.5103701831446392,21.2%-50%
1773490573322260,BR,0.10595801885773033,1.5103701831446392,21.2%-50%
1773486545771520,ID,0.10595681080760702,1.5103701831446392,21.2%-50%
1773568712634370,VN,0.10595675944560422,1.5103701831446392,21.2%-50%
1773483442237440,TH,0.10595552842074783,1.5103701831446392,21.2%-50%
1773566400969730,BR,0.1059555225060125,1.5103701831446392,21.2%-50%
1773559808774140,VN,0.1059552042239423,1.5103701831446392,21.2%-50%
1773531713460220,ID,0.10595233350082868,1.5103701831446392,21.2%-50%
1773530798204920,ID,0.10595057394225693,1.5103701831446392,21.2%-50%
1773565004133370,SA,0.10594977006856961,1.5103701831446392,21.2%-50%
1773512639596610,BR,0.10594392614706172,1.5103701831446392,21.2%-50%
1773555911895040,TR,0.10594362751874639,1.5103701831446392,21.2%-50%
1773561673182200,TR,0.10594349566235095,1.5103701831446392,21.2%-50%
1773519032462340,PL,0.10594075170955669,1.5103701831446392,21.2%-50%
1773539527705600,VN,0.10593902614981311,1.5103701831446392,21.2%-50%
1773564712179710,VN,0.10593796213020233,1.5103701831446392,21.2%-50%
1773518169828350,QA,0.10593557143467132,1.5103701831446392,21.2%-50%
1773504317137920,ID,0.10593533749855222,1.5103701831446392,21.2%-50%
1773564503704610,BR,0.10593415175985652,1.5103701831446392,21.2%-50%
1773493811648510,ID,0.10593387327368793,1.5103701831446392,21.2%-50%
1773561027125250,TR,0.10593305406249347,1.5103701831446392,21.2%-50%
1773586628182030,TH,0.10593243382439246,1.5103701831446392,21.2%-50%
1773502636818480,EG,0.10593091973864427,1.5103701831446392,21.2%-50%
1773554053226490,VN,0.10593074456997151,1.5103701831446392,21.2%-50%
1773488723665920,TR,0.1059294981158976,1.5103701831446392,21.2%-50%
1773506004440070,PL,0.10592600698437654,1.5103701831446392,21.2%-50%
1773520456454140,EG,0.10592543453600353,1.5103701831446392,21.2%-50%
1773488674363470,ID,0.10592366994100974,1.5103701831446392,21.2%-50%
1773610560714750,TH,0.10592051262149575,1.5103701831446392,21.2%-50%
1773478177652730,VN,0.10592019225225935,1.5103701831446392,21.2%-50%
1773482271880190,TR,0.10591911618620795,1.5103701831446392,21.2%-50%
1773519424892930,BR,0.10591272599128981,1.5103701831446392,21.2%-50%
1773530977191930,PH,0.10591251145189731,1.5103701831446392,21.2%-50%
1773565112879100,PH,0.10591234257265003,1.5103701831446392,21.2%-50%
1773504176410620,TH,0.10591113016142278,1.5103701831446392,21.2%-50%
1773525427017730,PH,0.10591038916969084,1.5103701831446392,21.2%-50%
1773586885936170,DK,0.10590909222916527,1.176954586890275,21.2%-50%
1773489177012220,ID,0.10590621928707908,1.5103701831446392,21.2%-50%
1773493533231100,VN,0.10590571962577074,1.5103701831446392,21.2%-50%
1773483984628740,PT,0.10590528274273066,1.5103701831446392,21.2%-50%
1773505371009020,EG,0.10590515041317464,1.5103701831446392,21.2%-50%
1773526608695300,PL,0.10590483425720448,1.5103701831446392,21.2%-50%
1773491901659130,ID,0.10590475919591533,1.5103701831446392,21.2%-50%
1773597583022080,US,0.10590328135854754,1.5103701831446392,21.2%-50%
1773496496812030,TR,0.10590313654017561,1.5103701831446392,21.2%-50%
1773553485072380,ID,0.10590274096181236,1.5103701831446392,21.2%-50%
1773517103582210,EG,0.1059018816749552,1.5103701831446392,21.2%-50%
1773488779061250,RO,0.10590146514581512,1.5103701831446392,21.2%-50%
1773493799841790,PH,0.10590096156297833,1.5103701831446392,21.2%-50%
1773562977847290,VN,0.10590039316422906,1.5103701831446392,21.2%-50%
