id,country,score,complexity
1767615989719090,AT,0.20209292166267942,-0.47992110760582646
1768121022334000,DE,0.20017457482988957,-0.29805805510344596
1768122774196240,DE,0.19751212332755222,-0.29805805510344596
1768205279239170,TW,0.19222444759464308,-0.3889895813546363
1768127190150170,DE,0.19754381358938636,-0.29805805510344596
1768225911678990,DE,0.19414773925983805,-0.29805805510344596
1768231835431950,DE,0.19266037302721623,-0.29805805510344596
1768390483901480,DE,0.19874210884205465,-0.29805805510344596
1768390483901480,CH,0.19040481095517506,-0.41930009010503294
1768596040853530,DE,0.18329367166982588,-0.29805805510344596
1768599720053760,DE,0.18289629592097614,-0.29805805510344596
1769117334113280,CH,0.17415091391703322,-0.41930009010503294
1769274859808760,IL,0.2059119171480582,0.020202286775719898
1769491518353450,PK,0.19980794325529494,0.23237584802849737
1769491518353450,PK,0.19980794325529494,0.23237584802849737
1769958275320860,GB,0.11614840298665827,-0.9345787388617779
1770028818177070,AT,0.1633016377533368,-0.47992110760582646
1769951231967260,IL,0.17803104001014422,0.020202286775719898
1769952437980170,BE,0.18254600366640703,-0.08588449385066883
1769952437980170,NL,0.18671465260984685,-0.025263476349875275
1770004839832590,IL,0.1771763422177721,0.020202286775719898
1770216842962960,ES,0.20043506414985565,0.24753110240369575
1770684512309260,NL,0.20159908420887412,-0.025263476349875275
1770157545475120,IL,0.18091829302459933,0.020202286775719898
1771214620633090,DE,0.20903054177076072,-0.29805805510344596
1770361926781970,NZ,0.20622167018656717,0.5657914442828617
1770340887794730,KW,0.20144614765090577,0.6264124617836552
1770398777523230,KZ,0.2057680774976476,0.6264124617836552
1770368691226720,NZ,0.1976133594657783,0.5657914442828617
1770520066473980,DE,0.1470438307070108,-0.29805805510344596
1770520066473980,CH,0.1387065328201312,-0.41930009010503294
1770520066473980,AT,0.1345378838766914,-0.47992110760582646
1770473523605530,TW,0.13709193403481668,-0.3889895813546363
1770417548094480,CZ,0.20084747472646408,0.6264124617836552
1770400442922000,KZ,0.19848935522534872,0.6264124617836552
1770400402445310,KZ,0.19847952479367406,0.6264124617836552
1770451260662830,BR,0.20912068506067358,0.747654496785242
1770477567870970,PH,0.20851688024152532,0.6264124617836552
1770471090445320,TH,0.20751465176781855,0.6567229705340516
1770481947198490,PH,0.20973212620579507,0.33846262865488574
1770481947198490,PH,0.20973212620579507,0.33846262865488574
1770481947198490,PH,0.20973212620579507,0.33846262865488574
1770481947198490,PH,0.20973212620579507,0.33846262865488574
1770460394034190,RO,0.20014352049517764,0.6264124617836552
1770493228037170,RO,0.20120422405103414,0.6264124617836552
1770476958056450,AE,0.20372011376099775,0.7021887336596468
1770488963237920,KZ,0.20267026711077293,0.6264124617836552
1770490949616640,KZ,0.19600421798838608,0.6264124617836552
1770501817372680,IT,0.1682474174760353,0.23237584802849737
1770501791706160,IT,0.1682474174760353,0.23237584802849737
1770501814008880,IT,0.1682474174760353,0.23237584802849737
1770612106215440,MX,0.20966645524098265,0.6264124617836552
1770582472249340,KZ,0.19953357217645123,0.6264124617836552
1770568082213880,SA,0.2026924788944237,0.7021887336596468
1770576530149400,GR,0.19515431718186071,0.6264124617836552
1770660778267680,TR,0.14140800026069217,-0.5708526338570168
1770683159607290,AR,0.19769482832151722,0.6264124617836552
1770662718265360,TH,0.21190467090796267,0.6567229705340516
1770683165610010,NO,0.19769482832151722,0.6264124617836552
1770683165610010,GR,0.19769482832151722,0.6264124617836552
1770683320084510,ZA,0.19769482832151722,0.6264124617836552
1770637858579500,AE,0.1990529986168416,0.7021887336596468
1770729324566570,TR,0.15074156190413907,-0.5708526338570168
1770659808307210,RO,0.19526635661303185,0.6264124617836552
1770658499134460,PH,0.20093031290389837,0.6264124617836552
1770668492763160,KZ,0.19122421851654994,0.6264124617836552
1770716516414490,JO,0.20510533319253,0.6264124617836552
