id,country,score,complexity
1747578422390810,US,1.0,0.8688965317868291
1758543228094480,SA,1.0,0.7021887336596468
1738303151826990,AU,1.0,0.9598280580380194
1738303920938010,NZ,1.0,0.5657914442828617
1738304016410620,NZ,1.0,0.5657914442828617
1738304421208090,NZ,1.0,0.5657914442828617
1738304605976620,NZ,1.0,0.5657914442828617
1724385503656970,FI,1.0,0.6264124617836552
1764813273437210,US,1.0,0.8688965317868291
1763583923607580,NZ,1.0,0.5657914442828617
1764585402541070,JP,1.0,3.0360979074401966
1765089254920220,JP,1.0,3.0360979074401966
1765121170665500,JP,1.0,3.0360979074401966
1763582835715070,MY,1.0,1.6569697592971444
1763766858169370,MY,1.0,1.6569697592971444
1767664297198600,JP,1.0,3.0360979074401966
1767664297196540,JP,1.0,3.0360979074401966
1767540892154930,US,1.0,0.9143622949124243
1767027023555630,TH,1.0,1.0052938211636147
1767187528079370,ID,1.0,1.278088399917185
1767187070801970,ID,1.0,1.278088399917185
1767187070787580,ID,1.0,1.278088399917185
1767187070795790,ID,1.0,1.278088399917185
1767392366439450,TH,1.0,1.0052938211636147
1760747822381050,TR,1.0,0.6415677161588532
1760794835125260,TR,1.0,0.6415677161588532
1767567705104400,VN,1.0,1.399330434918772
1760966428402700,ID,1.0,1.278088399917185
1768110086084620,MY,1.0,1.6569697592971444
1768110086089740,MY,1.0,1.6569697592971444
1763922466157560,SA,0.9521507251327878,0.8688965317868291
1763922466156570,SA,0.9405767950197922,0.7021887336596468
1769057503455260,BR,1.0,0.747654496785242
1752697263961130,HU,1.0,0.5354809355324648
1752556244326410,US,1.0,0.9143622949124243
1768634999674930,MY,1.0,1.6569697592971444
1761058310589450,KW,1.0,0.6264124617836552
1762431676056620,ZA,0.9821206725550897,0.6264124617836552
1769863071097850,DE,0.9889788656433635,0.5961019530332584
1762418479993900,SA,0.9843415549167439,0.7021887336596468
1759566736804890,US,1.0,0.9143622949124243
1758504515470370,MY,1.0,1.6721250136723431
1762072797178930,CA,0.9999374816719557,0.9143622949124243
1762072797178930,US,0.9999374816719557,0.9143622949124243
1762072797178930,GB,0.9905580215492161,0.7779650055356387
1765490213706780,MA,0.8910381802854591,0.4597046636564729
1767591066245170,TR,0.8638626651787612,0.6415677161588532
1769433242777640,AR,1.0,1.550882978670756
1769433242777640,BY,1.0,1.4144856892939708
1769433242777640,ID,1.0,0.8992070405372259
1769433242777640,CL,1.0,0.9749833124132178
1769433242777640,NL,1.0,-0.025263476349875275
1769433242777640,EC,1.0,0.5354809355324648
1769433242777640,GR,1.0,1.3690199261683753
1769433242777640,UY,1.0,0.5354809355324648
1769433242777640,MY,1.0,1.6721250136723431
1769433242777640,HU,1.0,0.5354809355324648
1769433242777640,PL,1.0,0.6567229705340516
1769433242777640,DK,1.0,0.15659957615250542
1769433242777640,CH,1.0,-0.41930009010503294
1769433242777640,AT,0.9982772741289633,-0.47992110760582646
1769433242777640,IL,1.0,0.47485991803167127
1769433242777640,NZ,1.0,0.5657914442828617
1769433242777640,PE,1.0,0.7173439880348452
1769433242777640,FI,1.0,0.5354809355324648
1769433242777640,CO,1.0,1.0962253474148047
1769433242777640,RO,1.0,1.111380601790003
1769433242777640,ZA,1.0,0.2929968655292906
1769433242777640,MX,1.0,1.187156873665995
1769433242777640,IE,1.0,0.47485991803167127
1769433242777640,PT,1.0,1.1720016192907965
1769433242777640,CZ,1.0,1.0507595842892095
1769433242777640,AU,1.0,0.9598280580380194
1769433242777640,JP,1.0,1.4447961980443675
1769433242777640,BR,1.0,1.187156873665995
1769433242777640,BE,1.0,-0.08588449385066883
1769433242777640,TH,1.0,0.6567229705340516
1769433242777640,DE,1.0,-0.29805805510344596
1769433242777640,SE,1.0,0.2929968655292906
1769433242777640,GB,1.0,0.8385860230364323
1767310770010140,US,1.0,0.8688965317868291
1768381026016250,JP,0.9825363629470871,3.0360979074401966
1769806555515900,GB,0.9713071651992535,0.8385860230364323
1766046145567770,GB,0.908992863787572,0.8385860230364323
1766040677581840,GB,0.8981815258707441,0.7779650055356387
1768490515148810,MY,0.886141352742664,1.6721250136723431
1768268537146410,CA,0.8480548163644928,0.9143622949124243
1765513281695790,RO,0.9195125003980276,0.6264124617836552
1767846771557410,CZ,0.9845098126682107,1.0507595842892095
1768683803633710,TR,0.8448996246854744,0.6415677161588532
1767929633199130,CO,0.8658312241914692,1.0962253474148047
1767929633199130,KW,0.8272712214646509,0.5354809355324648
1768757338523690,TR,0.8511928436246736,0.6415677161588532
1765734253112320,SG,0.8819640973923644,0.6264124617836552
1765734253112320,PH,0.8819640973923644,0.6264124617836552
1765734253112320,MY,0.9528311294308409,1.6569697592971444
1768609334612000,SA,0.8204256484325829,0.7021887336596468
1768609350813740,SA,0.8212366590457402,0.7021887336596468
1765745209394210,SG,0.8818389828074147,0.6264124617836552
1765745209394210,PH,0.8818389828074147,0.6264124617836552
1765745209394210,MY,0.9527060148458911,1.6569697592971444
1768709743069210,CA,0.8342524196745449,0.9143622949124243
1768709743049760,CA,0.8295971293874611,0.9143622949124243
1768730973191180,SA,0.8185599439223744,0.7021887336596468
1768512067480590,US,0.9420528311508057,0.8688965317868291
1771745713852450,AU,1.0,0.9598280580380194
1768785234541580,CA,0.8410096347009732,0.9143622949124243
1771349897478160,US,0.9312072502862361,0.9143622949124243
1769152194142240,US,1.0,0.8688965317868291
1766766741748780,TH,0.8666741126276064,0.6567229705340516
1769697873196060,TR,0.8312247761196236,0.6415677161588532
1766982916600860,HU,0.8744136166400405,0.6264124617836552
1767036397794300,JP,1.0,3.0360979074401966
1769414692328490,SA,0.7964268140719877,0.7021887336596468
1768231345710090,RO,0.8505706505343399,0.6264124617836552
1769403466410030,SA,0.8724186005787457,0.8688965317868291
1768161167809570,UY,1.0,0.6264124617836552
1770001135619120,AE,0.7776448989045394,0.7021887336596468
1767389794976760,ID,0.8609624176588184,0.8992070405372259
1767389794976760,ID,0.8609624176588184,0.8992070405372259
1769173727700010,US,0.8677558312796927,0.8688965317868291
1771048102945790,BR,0.9067283396426854,1.187156873665995
1771049136816140,BR,0.9067702306867534,1.187156873665995
1770014546613260,KR,0.8588384985738694,1.4751067067947643
1769802647342090,FI,0.783832713288717,0.5354809355324648
1770229431976990,SA,0.777327556225591,0.7021887336596468
1770291097272330,US,0.8087808613052283,0.9143622949124243
1770530310087680,SA,0.8217706656442484,0.7021887336596468
1772305673447440,CA,1.0,0.9143622949124243
1770137213733900,GB,0.7937609770916251,0.7779650055356387
1769919201437720,VN,0.8301128996645283,1.399330434918772
1769945885108220,MA,0.7874286332523518,0.6264124617836552
1769239917258780,IT,0.8112810084423662,0.8840517861620275
1769240090317870,IT,0.8112810084423662,0.8840517861620275
1770109620602920,EG,0.7834768785920441,0.7021887336596468
1768663964190730,TH,0.816810336666558,0.6567229705340516
1770526992146430,MA,0.8362662121078022,0.6264124617836552
1770526992146430,PL,0.859193781296721,0.9598280580380194
1770783597742080,US,0.8119696095815635,0.9143622949124243
1770783597742080,US,0.8088431228739836,0.8688965317868291
1770618315063340,CA,0.7972255878128548,0.8688965317868291
1770618315063340,CA,0.7972255878128548,0.8688965317868291
1770618315063340,US,0.7972255878128548,0.8688965317868291
1770510050770960,MX,0.7942556097530359,1.187156873665995
1771026424929280,KH,0.7674222165675686,0.4445494092812745
1770774645761070,CA,0.7800801079345964,0.8688965317868291
1770774645761070,US,0.7800801079345964,0.8688965317868291
1770774645761070,US,0.7800801079345964,0.8688965317868291
1769750040597520,ID,0.7982127295743762,0.8992070405372259
1769643422768160,TH,0.788112108552057,0.6567229705340516
1771054132721680,NZ,0.7805881898471605,0.6264124617836552
1771496742750200,CA,0.7744517864386501,0.9143622949124243
