id,countries,handling_time,score
1689841547143170,"['SA', 'OM', 'BH', 'QA', 'JO', 'IQ', 'KW', 'EG', 'LB']",0.7299987921689234,0.5786711920868544
1771763479218193,['DK'],0.6968877672534225,0.6048916732170098
6728796,"['TR', 'GB', 'IE']",0.6991243433042146,0.5562827324495521
1716552374593537,['ID'],0.588214754279954,0.6028292342782233
1672986653202437,['KZ'],0.7016562868164122,0.5598541014085436
7389679,"['MX', 'CO', 'CL', 'AR', 'PE', 'BR']",0.7118238392356959,0.5993695047458766
1758321775497234,['KH'],0.714782832843677,0.6356980145059172
1811986,['ID'],0.7294902497885604,0.6358835499320443
1773654622274561,['KH'],0.719643129089059,0.6115875553913616
2326827,"['MX', 'CL', 'AR', 'CO', 'PE', 'BR']",0.7108856106723349,0.5874987740904349
1707706610145282,['NL'],0.6596900899537079,0.6178726435614329
1771651753636882,['JP'],0.6666961156061659,0.5546918592744874
1716146333169665,"['MX', 'UY', 'CO', 'CL', 'AR', 'EC', 'PE', 'BR']",0.645984014844938,0.5933344087793014
1719108856889346,['SE'],0.6561526772183541,0.6300067455557959
1694295112088577,['CZ'],0.7074148489117432,0.6140731519064881
1739309378401282,['VN'],0.7142315271540381,0.6026842190022481
1740298905711617,['JP'],0.6073334321958502,0.5358108714737169
1737428902974466,['PL'],0.6976939236135296,0.5764255127301307
1700711913253889,['BG'],0.702813350780259,0.5373694285344975
1767847119851554,['HU'],0.7004651666753682,0.5848740562111381
1741279730538497,['VN'],0.7252938925674127,0.6325071596217693
1769097368736786,['MY'],0.711120131687321,0.6019922187495269
1771651753636866,['PH'],0.6253681972509134,0.6307477234594396
5618519,"['ID', 'SG']",0.6625076620667145,0.6363623194830237
1752737541815297,['DE'],0.69303933052045,0.623015554283008
3116616,['KR'],0.6956953488972935,0.5429558517899725
1772371860026370,['GB'],0.7206520094703445,0.5345526224678747
1728888969578497,['ID'],0.6781109228842711,0.6223164883016036
1752804614390833,"['MX', 'UY', 'CO', 'AR', 'CL', 'EC', 'PE', 'BR']",0.7090087241163691,0.5854904437792513
1672130496087046,"['US', 'CA']",0.7029224341350626,0.5774415767686981
1753884661423138,['DE'],0.6782464502243777,0.598620510627662
3950155,"['MX', 'CL', 'CO', 'AR', 'PE', 'BR']",0.7366038621294619,0.5640591037838792
1752697349807106,['TW'],0.7177304230104995,0.6370169899506356
