,ID,Average_Score_Difference,Average_Country_Score,Total_Task_Lengths
0,1748544247125010,0.5702953201239404,0.7714285714285715,0.957913628777261
1,6283878,0.5035999839069207,0.906896551724138,0.9533866740424961
2,5916755,0.5185121798165813,0.22678571428571434,0.8942860216928603
3,1695200048739329,0.5685521810351426,0.8310344827586207,0.9644509775439831
4,1736353481347074,0.5474615198989471,0.8275862068965517,0.9322738148134261
5,1740298905711617,0.5851841436434995,0.5785714285714285,0.8274139822669995
6,1878278,0.45228895178116196,0.6142857142857142,0.9527434276408633
7,1763374037177377,0.4441275708051053,0.8535714285714285,0.964569555423717
8,1672502123346950,0.5506968926028292,0.8428571428571432,0.9570487090121819
9,9759789,0.14690683354664286,0.4551724137931034,0.833785344244908
10,1764223632918545,0.6047540609532798,0.28571428571428575,0.9297556502656082
11,2873783,0.27867352142549034,0.7714285714285716,0.9666526862044346
12,7763271,0.3525449596298951,0.8603448275862072,0.936020220408292
13,7559160,0.5601619566983118,0.5071428571428571,0.9815418980367536
14,7626565,0.37862332164140555,0.506896551724138,0.9096205250766652
15,6705570,0.584646598582639,0.9724137931034482,1.019500905353937
16,2708956,0.5187260953924863,0.5428571428571428,0.9463396523165105
17,3022196,0.46668620874276867,0.5660714285714286,0.9392069844027974
18,1512827,0.5346009919022021,0.8482758620689655,0.9196968952618604
19,9065085,0.5859157234142768,0.893103448275862,0.7978055704760039
20,2019221,0.5600114865217264,0.8250000000000001,0.925252046471365
21,1715432514674690,0.5495308479592884,0.8142857142857142,0.9560152822264766
22,8328881,0.5781836129325026,0.993103448275862,0.9129275649381421
23,1769753698840577,0.4500316942969883,0.47857142857142865,0.9323563337089292
24,2930379,0.5511190688792189,1.0,0.9668089121064147
25,2658971,0.48106235948135523,0.8224137931034485,0.9373371194326918
26,6103851,0.4805980530138224,1.0,1.005757826694031
27,3109128,0.5019261485253261,0.6357142857142859,1.0924959608308606
28,1749551102734338,0.31695668320455245,0.9724137931034483,1.0228505583815977
29,1763374037177361,0.523057389210733,0.8285714285714285,0.9619675271771062
30,2629786,0.5009525724314063,0.5428571428571428,0.9799320478235415
31,5538770,0.474817557636041,0.42142857142857143,0.5601666575411469
32,1693637244412929,0.5797695408163975,0.9827586206896551,1.030476217863654
33,6858011,0.5229738728621857,0.5586206896551724,0.002899999999999999
34,1686638,0.35462244034061235,0.6571428571428571,0.9352789806469722
35,6561333,0.4961478570637507,0.49642857142857144,0.9765938276796283
36,1768203847936033,0.547126220062983,0.8178571428571428,0.9638476559445601
37,3357930,0.5582423269918931,0.7678571428571431,0.967327684257457
38,3709162,0.38517795714272224,0.3214285714285715,0.7512884258219352
39,1889921,0.5495079804821437,0.820689655172414,0.9751151817879845
40,6585903,0.4663916184751654,0.5724137931034482,0.8305816931103029
41,2933698,0.5390872610356066,0.7785714285714287,0.9837594486483293
42,3561577,0.5229774855216455,0.5051724137931035,0.002899999999999999
43,1760348202966018,0.5759610403353578,0.5379310344827586,0.9911126903749187
44,6181372,0.527618229689458,0.8428571428571429,0.9107369856664596
45,3357920,0.5573793698270422,0.9827586206896551,0.5676891310957956
46,6152007,0.5626899823238262,0.7392857142857142,0.986088717561878
47,3973592,0.5933012514062609,0.7946428571428574,0.9533241687596696
48,3933362,0.5560699507320405,0.48571428571428565,0.997069814917165
49,3019589,0.5698482178313002,0.7535714285714284,0.9805212926812038
50,1694555598292994,0.5338676875499193,0.5125000000000001,0.874261993686915
51,6253687,0.5394624209941002,0.7241379310344828,0.923310395977906
52,1691911660815362,0.5493280547946879,0.9,0.9257442151648936
53,1755261161421826,0.5798126063639923,0.3642857142857143,0.9337849829015014
54,1695768862433282,0.5954465390840534,0.7785714285714285,0.9468321987507021
55,7677885,0.5187261255180908,0.5568965517241379,0.9037456291049519
56,5283668,0.5113182184312585,0.5321428571428571,0.9422873848070596
57,7986097,0.37056472579156663,0.8714285714285717,1.0774242718753702
58,2379151,0.4503853097582187,0.8379310344827589,0.002899999999999999
59,1671850728988677,0.5418601585498387,0.9551724137931036,1.029912582697079
60,1768509392482305,0.5829114225141246,0.7428571428571428,0.9893253391713153
61,1773649308319761,0.5674868882449842,0.3821428571428572,0.9323293855232426
62,1703396498337794,0.4011027027601051,0.8931034482758624,0.9166865066881381
63,1702773810415617,0.4796929852165371,0.48214285714285715,0.9620414245465584
64,7808112,0.5485389458765179,0.8160714285714288,0.9789513777002998
65,3502216,0.3771834123932566,0.8714285714285717,0.987009731258512
66,1704448804528129,0.6077683540283826,0.3607142857142858,0.9455826771992991
67,1962720,0.5759707813513205,0.5821428571428572,1.0976402145038067
68,1707735171866626,0.5742917929546467,0.7607142857142858,0.9534623805180008
69,8679887,0.5392825854973824,0.9862068965517242,1.0083194269394222
70,1971606,0.5942600148885219,0.9103448275862068,0.8540658580426186
71,1699450316471298,0.6040984211607502,0.4928571428571429,0.940960624219579
72,2229777,0.5836165335230964,0.8965517241379313,0.002899999999999999
73,6587921,0.49386035478157597,0.857142857142857,0.9577321084829752
74,1769302206223362,0.5520229650283928,0.45,0.9214441540839519
75,1769104234424322,0.5641621831976307,0.7448275862068966,0.993155447901761
76,6055763,0.5484265464790375,0.3535714285714286,0.9830383899068302
77,1672130743419909,0.5761473412234407,0.7464285714285717,1.043293041312049
78,5655869,0.5319869467290835,0.8732142857142859,0.9894329741366595
79,1707735160255489,0.4944082446690551,0.8357142857142857,0.9759417464106124
80,7657980,0.5656737974282546,0.8672413793103452,0.002899999999999999
81,2972398,0.48646946049153306,0.4535714285714286,1.2079026711729715
82,6825716,0.5954035395255701,0.7589285714285717,0.9572824032857535
83,1762882575704066,0.5872555753583116,0.44137931034482764,0.9384563486101887
84,1768214539706402,0.5099474117173229,0.8892857142857142,0.9388255800719516
85,1761892264652818,0.5027592801279035,0.42857142857142855,0.9142259563028506
86,1738792,0.5168126823509404,0.4857142857142857,0.9415108837302975
87,1526068,0.5716936946622652,0.7310344827586208,0.8735418093937223
88,1714345843065857,0.5928570601129964,0.9862068965517242,0.9926885864961533
89,1765496560705538,0.5790917442140925,0.4928571428571429,0.9657852946309629
90,3318327,0.23301709689614622,0.7660714285714288,0.9785031742908881
91,2191032,0.4474977076614957,0.7534482758620691,0.9214274113093986
92,8980010,0.5433601633017163,0.882142857142857,0.9549158707864779
93,1726045679043586,0.5273469941458433,0.8696428571428573,0.937893033488806
94,7329305,0.2370434654552174,0.5120689655172413,0.9320498871534961
95,5971130,0.5833968763903751,0.7275862068965517,0.8922388186948779
96,1532312,0.5014565017417317,0.860714285714286,0.983166769289457
97,1768474128071697,0.4794504804592635,0.8285714285714286,0.9647785507965894
98,6833239,0.5572637851132903,0.7767857142857145,0.973006200599977
99,5093589,0.5818842435140037,0.9827586206896551,0.9636161040116823
100,7062657,0.433195991605587,0.6089285714285715,0.9633321452889252
101,6953937,0.5110891610300485,0.4000000000000001,1.1802091773060568
102,1735599208242177,0.5716828542516751,0.682142857142857,0.8059182886369176
103,7579980,0.3886918319614073,1.0,0.45411098020199814
104,7697006,0.5271973880694992,0.9862068965517242,1.1078523573279322
105,1005827,0.5538681314265413,0.8535714285714285,0.9820318590521577
106,1714437573521410,0.5763802947058869,0.7642857142857143,0.9699486803326748
107,2536138,0.5059171916025628,0.8410714285714287,0.9742611225035553
108,9329070,0.568436550966369,0.9862068965517242,0.9521890042922745
109,1195713,0.5663653011841806,1.0,0.9798931691908236
110,1769302206223394,0.2405695052809018,0.4214285714285716,0.9666668628399517
111,6685517,0.5530207437048761,0.906896551724138,0.898015906046189
112,3092815,0.3939951787350168,0.5214285714285715,0.9541040322475117
113,1762949587637265,0.4922865549172905,0.8821428571428571,0.9691559226460817
114,5181181,0.5755011100045379,1.0,0.9017146353327479
115,5911828,0.579150751449038,1.0,0.9896364423019764
116,7510915,0.48246763284090016,0.7857142857142857,1.1087342677624745
117,1726915520754690,0.5770049443049212,0.7785714285714285,0.943437059157369
118,9536595,0.5946670643394755,0.4785714285714286,1.0275455098732758
119,2789685,0.5841280330876802,0.6892857142857143,0.9760365386471083
120,2568713,0.5036087541576583,0.807142857142857,0.9510439779473259
121,7176755,0.3940682020204815,0.496551724137931,0.9724760698534574
122,1718383512094722,0.5829752498102374,0.5379310344827586,0.951706344782269
123,1690429189950466,0.568843808986552,0.9862068965517242,0.9481955501124164
124,1759086854982705,0.5497010429848845,0.9862068965517242,0.711116842314899
125,2587769,0.5089901555253712,0.5410714285714285,0.9286353715690737
126,2558275,0.4960472043342279,0.760344827586207,0.8952800567077829
127,5290153,0.5422820620676185,0.6249999999999999,0.942795269042399
128,7232525,0.5517693541040507,1.0,0.9994248904130661
129,1762949587637281,0.3121832044096156,0.8535714285714285,0.9641091076491273
130,1668910975982598,0.5749045026470839,0.8142857142857146,0.9305967213249372
131,1769753719517201,0.5747251314532476,0.4857142857142857,0.8403179830975179
132,9031531,0.5375099098928964,0.7535714285714287,0.9735680834183323
133,8051836,0.36679313674696595,0.625,1.3108444720739638
134,6637200,0.498734335744707,0.525,0.9339145567887435
135,1769753719517185,0.4798764863933652,0.4714285714285715,0.9702137060148646
136,1727932125144066,0.5700310746635743,0.49310344827586206,0.890256474300082
137,1235883,0.5596092945504338,0.8275862068965517,0.8829627116641834
138,1709538761183233,0.5872839644718177,0.837931034482759,0.8778620215875463
139,3371590,0.20730263623381204,0.7696428571428573,0.9576185915293377
140,1758321725872145,0.4593024229125498,0.710344827586207,0.8214907886707182
141,1659157348547589,0.47174239717448424,0.8586206896551726,0.8710549190781881
142,8272703,0.5708283755094278,0.4428571428571429,0.9575691429916945
143,7066752,0.5016692685442482,0.6589285714285714,0.9836396984766755
144,1760231832598577,0.5938735951321036,0.7946428571428574,0.9213747457119544
145,8959015,0.5557940360480909,0.6,0.9245240155561778
146,5207032,0.49789129518895,0.8821428571428573,0.9446167065727142
147,1707612269173761,0.5506775245841785,0.9827586206896551,1.0058321179573886
148,6997655,0.5567381973283034,0.5392857142857143,0.9253168033700512
149,6112073,0.5400525661268095,0.43214285714285705,1.3367393797675928
150,1695042394858498,0.5004559507075753,0.4553571428571428,0.9847098652020378
151,1763683705376834,0.5939079131016276,0.41785714285714287,0.959456968171961
152,5827188,0.28026408906583894,0.8534482758620692,0.7069040044402802
153,3197355,0.4263725158780281,0.6,0.9073726675200732
154,1006029,0.5460648557738249,0.5607142857142857,0.9373132832272474
155,1743733252059138,0.4917706867599922,0.3,0.9554009854914083
156,7851571,0.6054777892494368,0.6344827586206896,0.9904612491170776
157,1590898,0.588851152412935,0.7551724137931035,1.0002340979605127
158,1130028,0.4261845543535269,0.593103448275862,0.8140003400111637
159,3318739,0.5793609318333814,0.9862068965517242,1.0016524230503945
160,2096662,0.49869090268523497,0.860714285714286,0.9405626196355475
